sp_id;correct_name;family;genus;taxon_rank;habit;wood_dens_gcm3;max_height_m;seed_size_g;disp_mode;eco_group;obs
Triplaris americana;Triplaris americana;Polygonaceae;Triplaris;species;tree;0.47;26;0.058823529;anemochoric;2;
Triumfetta sp.;Triumfetta sp.;Malvaceae;Triumfetta;NA;NA;NA;NA;NA;autochoric|zoochoric;NA;also epizoochoric
Triumfetta sp.1;Triumfetta sp.;Malvaceae;Triumfetta;NA;NA;NA;NA;NA;autochoric|zoochoric;NA;also epizoochoric
Turnera subulata;Turnera subulata;Turneraceae;Turnera;species;NA;NA;2;0.00112;autochoric|zoochoric;NA;mirmeco
Tynanthus sp.;Tynanthus sp.;Bignoniaceae;Tynanthus;NA;NA;NA;NA;NA;anemochoric;NA;
Unonopsis guatterioides;Unonopsis guatterioides;Annonaceae;Unonopsis;species;tree;0.483;14;0.326666667;zoochoric;3;
Urera baccifera;Urera baccifera;Urticaceae;Urera;species;tree;0.165;13;0.001;zoochoric;1;
Urochloa sp.;Urochloa sp.;Poaceae;Urochloa;NA;NA;NA;NA;NA;autochoric;NA;
Urochloa sp.1;Urochloa sp.;Poaceae;Urochloa;NA;NA;NA;NA;NA;autochoric;NA;
Urochloa sp.2;Urochloa sp.;Poaceae;Urochloa;NA;NA;NA;NA;NA;autochoric;NA;
Urvillea sp.;Urvillea sp.;Sapindaceae;Urvillea;NA;NA;NA;NA;NA;anemochoric;NA;
Urvillea sp.1;Urvillea sp.;Sapindaceae;Urvillea;NA;NA;NA;NA;NA;anemochoric;NA;
Valeriana sp.;Valeriana sp.;Caprifoliaceae;Valeriana;NA;NA;NA;NA;NA;anemochoric;NA;
Vantanea compacta;Vantanea compacta;Humiriaceae;Vantanea;species;tree;0.7175;26;1.306625;zoochoric;3;
Vantanea sp.;Vantanea sp.;Humiriaceae;Vantanea;NA;NA;NA;NA;NA;zoochoric;NA;
Vantanea sp.1;Vantanea sp.;Humiriaceae;Vantanea;NA;NA;NA;NA;NA;zoochoric;NA;
Verbenaceae sp.;Verbenaceae sp.;Verbenaceae;Verbenaceae;NA;NA;NA;NA;NA;NA;NA;
Vernonanthura discolor;Vernonanthura discolor;Asteraceae;Vernonanthura;species;tree;0.466366667;24;0.00057071;anemochoric;1;
Vernonanthura divaricata;Vernonanthura divaricata;Asteraceae;Vernonanthura;species;tree;0.374;20;0.000325758;anemochoric;1;
Vernonanthura petiolaris;Vernonanthura petiolaris;Asteraceae;Vernonanthura;species;tree;0.5271;20;0.000325758;anemochoric;1;
Vernonanthura phaeoneura;Vernonanthura phaeoneura;Asteraceae;Vernonanthura;species;NA;0.454355556;3;0.000325758;anemochoric;1;
Vernonanthura polyanthes;Vernonanthura polyanthes;Asteraceae;Vernonanthura;species;shrub;0.454355556;8;0.000325758;anemochoric;1;
Vernonanthura puberula;Vernonanthura puberula;Asteraceae;Vernonanthura;species;tree;0.4;21;0.000325758;anemochoric;1;
Vernonia sp.;Vernonia sp.;Asteraceae;Vernonia;NA;NA;NA;NA;NA;anemochoric;NA;
Vernonia sp.1;Vernonia sp.;Asteraceae;Vernonia;NA;NA;NA;NA;NA;anemochoric;NA;
Virola bicuhyba;Virola bicuhyba;Myristicaceae;Virola;species;tree;0.523876151;30;1.925945488;zoochoric;3;
Virola gardneri;Virola gardneri;Myristicaceae;Virola;species;tree;0.583333333;35;3.633333333;zoochoric;3;
Virola sebifera;Virola sebifera;Myristicaceae;Virola;species;tree;0.513153846;24;0.636245098;zoochoric;1;
Virola sp.;Virola sp.;Myristicaceae;Virola;NA;NA;NA;NA;NA;zoochoric;NA;
Virola sp.1;Virola sp.;Myristicaceae;Virola;NA;NA;NA;NA;NA;zoochoric;NA;
Vismia baccifera;Vismia baccifera;Hypericaceae;Vismia;species;tree;0.5434;NA;0.056333078;zoochoric;1;
Vismia guianensis;Vismia guianensis;Hypericaceae;Vismia;species;tree;0.585666667;14;0.25001;zoochoric;1;
Vismia latifolia;Vismia latifolia;Hypericaceae;Vismia;species;tree;0.43;10;0.056333078;zoochoric;1;
Vismia macrophylla;Vismia macrophylla;Hypericaceae;Vismia;species;tree;0.4935;20;0.0006;zoochoric;1;
Vitaceae sp.;Vitaceae sp.;Vitaceae;Vitaceae;NA;NA;NA;NA;NA;NA;NA;
Vitex megapotamica;Vitex megapotamica;Lamiaceae;Vitex;species;tree;0.8265;20;0.29;zoochoric;2;
Vitex polygama;Vitex polygama;Lamiaceae;Vitex;species;tree;0.626;16;0.525252525;zoochoric;2;
Vitex sp.;Vitex sp.;Lamiaceae;Vitex;NA;NA;NA;NA;NA;zoochoric;NA;
Vitex sp.1;Vitex sp.;Lamiaceae;Vitex;NA;NA;NA;NA;NA;zoochoric;NA;
Vochysia acuminata;Vochysia acuminata;Vochysiaceae;Vochysia;species;tree;0.563333333;20;0.139267755;anemochoric;NA;
Vochysia sp.;Vochysia sp.;Vochysiaceae;Vochysia;NA;NA;NA;NA;NA;anemochoric;NA;
Vochysia sp.1;Vochysia sp.;Vochysiaceae;Vochysia;NA;NA;NA;NA;NA;anemochoric;NA;
Vriesea incurvata;Vriesea incurvata;Bromeliaceae;Vriesea;species;NA;NA;NA;0.00030835;anemochoric;NA;
Vriesea platynema;Vriesea platynema;Bromeliaceae;Vriesea;species;NA;NA;NA;0.00009;anemochoric;NA;
Vriesea procera;Vriesea procera;Bromeliaceae;Vriesea;species;NA;NA;NA;0.00030835;anemochoric;NA;
Vriesea sp.;Vriesea sp.;Bromeliaceae;Vriesea;NA;NA;NA;NA;NA;anemochoric;NA;
Vriesea sp.1;Vriesea sp.;Bromeliaceae;Vriesea;NA;NA;NA;NA;NA;anemochoric;NA;
Wilbrandia hibiscoides;Wilbrandia hibiscoides;Cucurbitaceae;Wilbrandia;species;NA;NA;NA;NA;zoochoric;NA;
Xylopia aromatica;Xylopia aromatica;Annonaceae;Xylopia;species;tree;0.570777778;15;0.080254944;zoochoric;1;
Xylopia brasiliensis;Xylopia brasiliensis;Annonaceae;Xylopia;species;tree;0.573275;28;0.04942857;zoochoric;2;
Xylopia frutescens;Xylopia frutescens;Annonaceae;Xylopia;species;tree;0.605;6;0.155940197;zoochoric;2;
Xylopia ochrantha;Xylopia ochrantha;Annonaceae;Xylopia;species;tree;0.57998;20;0.155940197;zoochoric;3;
Xylopia sericea;Xylopia sericea;Annonaceae;Xylopia;species;tree;0.602125;19;0.071428571;zoochoric;1;
Xylopia sp.;Xylopia sp.;Annonaceae;Xylopia;NA;NA;NA;NA;NA;zoochoric;NA;
Xylopia sp.1;Xylopia sp.;Annonaceae;Xylopia;NA;NA;NA;NA;NA;zoochoric;NA;
Xylosma pseudosalzmanii;Xylosma pseudosalzmannii;Salicaceae;Xylosma;species;tree;0.73;17;0.815730994;zoochoric;2;
Zanthoxylum caribaeum;Zanthoxylum caribaeum;Rutaceae;Zanthoxylum;species;tree;0.706666667;20;0.012820513;zoochoric;2;
Zanthoxylum fagara;Zanthoxylum fagara;Rutaceae;Zanthoxylum;species;tree;0.717333333;19;0.019940342;zoochoric;2;
Zanthoxylum petiolare;Zanthoxylum petiolare;Rutaceae;Zanthoxylum;species;tree;0.592638889;21;0.025984314;zoochoric;2;
Zanthoxylum rhoifolium;Zanthoxylum rhoifolium;Rutaceae;Zanthoxylum;species;tree;0.5784;18;0.013583939;zoochoric;2;
Zanthoxylum riedelianum;Zanthoxylum riedelianum;Rutaceae;Zanthoxylum;species;tree;0.5272;16;0.024875622;zoochoric;2;
Zanthoxylum sp.;Zanthoxylum sp.;Rutaceae;Zanthoxylum;NA;NA;NA;NA;NA;zoochoric;NA;
Zanthoxylum sp.1;Zanthoxylum sp.;Rutaceae;Zanthoxylum;NA;NA;NA;NA;NA;zoochoric;NA;
Zea mays;Zea mays;Poaceae;Zea;species;NA;NA;NA;0.252;autochoric|zoochoric;NA;cultivated
Zea sp.;Zea sp.;Poaceae;Zea;NA;NA;NA;NA;NA;autochoric|zoochoric;NA;cultivated
Zeyheria tuberculosa;Zeyheria tuberculosa;Bignoniaceae;Zeyheria;species;tree;0.61425;21;0.025;anemochoric;3;
